customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineBackup,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-000894,Female,0,Yes,No,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000895,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000896,Female,1,No,Yes,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000897,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000898,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000899,Male,0,No,No,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000900,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000901,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000902,Female,0,No,No,51,No,No phone service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.00,1101.50,No
CUST-000903,Male,0,Yes,No,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000904,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000905,Male,1,No,Yes,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000906,Female,0,Yes,Yes,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000907,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000908,Female,0,No,No,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000909,Male,0,Yes,No,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000910,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000911,Male,0,No,Yes,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000912,Female,1,Yes,No,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000913,Male,1,Yes,No,56,No,No phone service,Fiber optic,Yes,One year,No,Mailed check,84.25,4482.50,No
CUST-000914,Female,0,No,No,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000915,Male,0,Yes,Yes,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000916,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000917,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000918,Female,0,Yes,No,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000919,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000920,Female,1,No,Yes,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000921,Male,1,Yes,Yes,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000922,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000923,Male,0,No,No,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000924,Female,0,Yes,No,61,No,No phone service,DSL,No,Month-to-month,Yes,Electronic check,56.00,2867.00,No
CUST-000925,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000926,Female,0,No,Yes,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000927,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000928,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000929,Male,1,No,No,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000930,Female,0,Yes,Yes,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000931,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000932,Female,0,No,No,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000933,Male,0,Yes,No,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000934,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000935,Male,0,No,Yes,66,No,No phone service,No,No internet service,Two year,No,Credit card (automatic),24.25,1426.50,No
CUST-000936,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000937,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000938,Female,0,No,No,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000939,Male,0,Yes,No,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000940,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000941,Male,0,No,Yes,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000942,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000943,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000944,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000945,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000946,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),86.50,5685.00,No
CUST-000947,Male,0,No,No,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000948,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000949,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000950,Female,0,No,Yes,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000951,Male,0,Yes,Yes,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000952,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000953,Male,1,No,No,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000954,Female,0,Yes,No,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000955,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000956,Female,0,No,Yes,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000957,Male,0,Yes,No,4,No,No phone service,DSL,No,Month-to-month,Yes,Mailed check,58.25,190.50,No
CUST-000958,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000959,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000960,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000961,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000962,Female,0,No,No,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000963,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000964,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000965,Male,0,No,Yes,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000966,Female,0,Yes,Yes,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000967,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000968,Female,1,No,No,9,No,No phone service,No,No internet service,Two year,Yes,Electronic check,22.00,193.50,No
CUST-000969,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000970,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000971,Male,0,No,Yes,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000972,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000973,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000974,Female,0,No,No,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000975,Male,0,Yes,Yes,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000976,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000977,Male,1,No,No,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000978,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000979,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,One year,No,Credit card (automatic),84.25,1127.50,No
CUST-000980,Female,0,No,Yes,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000981,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000982,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000983,Male,0,No,No,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000984,Female,1,Yes,No,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000985,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000986,Female,0,No,Yes,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000987,Male,0,Yes,No,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000988,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000989,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000990,Female,0,Yes,Yes,19,No,No phone service,DSL,No,Month-to-month,Yes,Bank transfer (automatic),56.00,898.00,No
CUST-000991,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000992,Female,1,No,No,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000993,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000994,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000995,Male,0,No,Yes,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000996,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000997,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000998,Female,0,No,No,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000999,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
